,CDH1,VIM,ZEB1,k,loss,n_pcs,t
0,0.3047801093611839,19.423557984231948,0.01426121730363569,2,19.742599310896765,10,1
1,0.3054090265537338,19.824469840150503,0.01426403446451937,2,20.144142901168756,10,2
2,0.3058966277858703,20.226837814284508,0.014267482876574901,2,20.547001924946954,10,3
3,0.3062940222159524,20.6011081281039,0.014270751404592405,2,20.921672901724442,10,4
4,0.3066329162326034,20.948154102136932,0.014273825134203146,2,21.26906084350374,10,5
5,0.30539342429585786,19.611095310858918,0.014266093104852865,4,19.93075482825963,10,1
6,0.30615946594916066,20.34798408335224,0.014270426299648713,4,20.66841397560105,10,2
7,0.3067650468381058,21.092835288731308,0.014275746519838785,4,21.413876082089253,10,3
8,0.30725625884588087,21.77883287009322,0.014280846738354171,4,22.100369975677456,10,4
9,0.30767177414856334,22.40700345610573,0.014285524673579702,4,22.728960754927872,10,5
10,0.3057241441901663,19.84953475229868,0.014265733144900247,6,20.169524629633745,10,1
11,0.3065647075976463,20.849154449009855,0.014271236316007282,6,21.16999039292351,10,2
12,0.3072603681982306,21.823997061234866,0.014278317862091211,6,22.145535747295188,10,3
13,0.3078065133034501,22.685568252057813,0.01428484136941897,6,23.007659606730684,10,4
14,0.3082616301340289,23.443325852538955,0.014290700249037539,6,23.765878182922023,10,5
15,0.3058621275937663,20.001939558966445,0.014261946456072481,8,20.322063633016285,10,1
16,0.30685065455913507,21.226687985415243,0.014269647753254084,8,21.54780828772763,10,2
17,0.3076184911290611,22.364672620821953,0.014278564451346386,8,22.68656967640236,10,3
18,0.3082080260334879,23.33736059167705,0.01428645281816338,8,23.6598550705287,10,4
19,0.30869626302350245,24.165522156870217,0.014293269537985627,8,24.488511689431707,10,5
20,0.3059442714301153,20.159946508733277,0.014260920367828566,10,20.48015170053122,10,1
21,0.30702541964510416,21.54346398798275,0.01427065825050856,10,21.864760065878365,10,2
22,0.30784416570403855,22.7893604239638,0.014280711489396311,10,23.111485301157234,10,3
23,0.308472883197601,23.826374606226043,0.014289193966447398,10,24.149136683390093,10,4
24,0.30899470599012646,24.689976210051242,0.014296328905604798,10,25.013267244946974,10,5
25,0.30361565538200036,16.47137019912112,0.014234238942032521,2,16.789220093445156,15,1
26,0.3041370951890268,16.655901267021548,0.014234863772046736,2,16.97427322598262,15,2
27,0.30460189797353526,17.085663907512327,0.01423749943876904,2,17.404503304924628,15,3
28,0.30500084647996584,17.580999435974903,0.014240469084708173,2,17.900240751539577,15,4
29,0.30535273298796134,18.09193625714819,0.014243909581401403,2,18.411532899717557,15,5
30,0.30414948475683234,16.39263926215831,0.014235907369228315,4,16.71102465428437,15,1
31,0.3047551147563825,17.117503520250146,0.014238935140765463,4,17.436497570147296,15,2
32,0.3053711320713114,18.122037059277314,0.014245137184182752,4,18.44165332853281,15,3
33,0.30591742449572285,19.117369670196954,0.014252023893342241,4,19.437539118586017,15,4
