,CDH1,VIM,ZEB1,k,loss,n_pcs,t
34,0.3064010243409859,20.05080563047262,0.014258984950520356,4,20.371465639764125,15,5
35,0.30423802844592773,16.538600563699845,0.014231123828621638,6,16.857069715974394,15,1
36,0.30509600226571676,17.673300280542637,0.01423707509290591,6,17.992633357901262,15,2
37,0.3058889226102444,19.0312034779009,0.01424682885126103,6,19.351339229362402,15,3
38,0.3065305198607439,20.284477473292863,0.01425667965366303,6,20.60526467280727,15,4
39,0.30706704573711147,21.394695619334215,0.01426573380016192,6,21.716028398871487,15,5
40,0.3043298249598768,16.633763188348173,0.01422715137758136,8,16.95232016468563,15,1
41,0.30539499702159356,18.106849345664056,0.014236311135674444,8,18.426480653821326,15,2
42,0.3062915704536386,19.714635668652726,0.014248514396717267,8,20.03517575350308,15,3
43,0.306992593783572,21.124619062333654,0.014259924861013998,8,21.445871580978242,15,4
44,0.3075738565365069,22.325459883447156,0.014270007345981401,8,22.647303747329644,15,5
45,0.30441871636180856,16.764257894970424,0.014226544009372172,10,17.082903155341604,15,1
46,0.3056157484697594,18.50942437107107,0.014238905323118025,10,18.829279024863947,15,2
47,0.3065666014645147,20.288456154368042,0.01425303405788122,10,20.609275789890436,15,3
48,0.30730624250676486,21.788409354276663,0.014265535996955655,10,22.109981132780383,15,4
49,0.3079216350698416,23.030084030071816,0.014276349208657458,10,23.352282014350315,15,5
50,0.30369613508984555,15.950929379170322,0.014223986330822194,2,16.268849500590992,20,1
51,0.3043129926901524,16.1353342153262,0.01423324254204364,2,16.453880450558398,20,2
52,0.30485196724123875,16.699516231031787,0.01424226172917966,2,17.018610460002204,20,3
53,0.30531066440373056,17.359676712444468,0.014250183405487754,2,17.679237560253686,20,4
54,0.305709862675017,18.035510753487447,0.014256977016021107,2,18.355477593178485,20,5
55,0.3039895743549446,15.858682217383063,0.014225802252037916,4,16.176897593990045,20,1
56,0.3047980271469478,16.74570275349464,0.014238959125281293,4,17.06473973976687,20,2
57,0.30552658766832236,17.990531912160627,0.01425074111991506,4,18.310309240948865,20,3
58,0.30613579845012184,19.199545859529547,0.014260752538780423,4,19.51994241051845,20,4
59,0.30665664337087,20.304326621754495,0.014269760723648875,4,20.625253025849016,20,5
60,0.3042893738955246,15.92313446503597,0.014225224679557622,6,16.24164906361105,20,1
61,0.30529077711218194,17.332553865128997,0.014241421739673786,6,17.65208606398085,20,2
62,0.3061385851471813,18.972306676116112,0.014255264357042368,6,19.292700525620337,20,3
63,0.3068107505158219,20.436414828861377,0.014267201338909203,6,20.75749278071611,20,4
64,0.30736760481071096,21.696307627947935,0.01427747775447031,6,22.017952710513114,20,5
65,0.3044062213962496,16.0628765661024,0.014226481786023721,8,16.381509269284674,20,1
66,0.30557343047295316,17.848948117969396,0.014243665723824378,8,18.168765214166175,20,2
67,0.3065083387566544,19.7284619561063,0.014259051391502166,8,20.049229346254457,20,3
68,0.30723532744352106,21.32866845471322,0.014272162360953416,8,21.650175944517695,20,4
69,0.3078371332413203,22.660671082492993,0.014283233689142916,8,22.982791449423456,20,5
70,0.30458408096459244,16.252073024045536,0.01422659921890644,10,16.570883704229036,20,1
71,0.30585811037769395,18.312528318389344,0.014246300698065876,10,18.632632729465104,20,2
72,0.30684235265963344,20.345567321673474,0.014263240311819277,10,20.666672914644927,20,3
73,0.3076040785667051,22.015911376309827,0.014277166145615144,10,22.337792621022146,20,4
74,0.3082374621440861,23.3727062290452,0.014288755298665197,10,23.69523244648795,20,5
75,0.30375717301230876,16.022909795762423,0.014232897862314924,2,16.340899866637045,25,1
76,0.30440327348054624,16.19933052691531,0.014244414122350089,2,16.517978214518205,25,2
77,0.3049744459776752,16.83970798990425,0.014252469053020028,2,17.158934904934945,25,3
78,0.3054684346796508,17.598647915829677,0.014259986981206495,2,17.918376337490532,25,4
79,0.3059024986084465,18.37449836837438,0.014266552837533364,2,18.69466741982036,25,5
80,0.3042049501235804,15.895869133704691,0.014237791499740238,4,16.214311875328015,25,1
81,0.3050574809518718,16.85543973814406,0.014249548153929517,4,17.17474676724986,25,2
82,0.30580181962057934,18.227742011882075,0.014259181569096344,4,18.54780301307175,25,3
83,0.3064320949889566,19.55301958756345,0.014268592338839637,4,19.873720274891248,25,4
84,0.30697158748418757,20.751242629010992,0.014277427496829158,4,21.07249164399201,25,5
85,0.30440116553548463,15.980368824173977,0.01423653852389392,6,16.299006528233356,25,1
86,0.3054720203907052,17.51957071068695,0.014249013099155623,6,17.839291744176812,25,2
87,0.30635340047939325,19.298595977799817,0.014261259586784283,6,19.619210637865994,25,3
88,0.3070601301811153,20.86904362565957,0.014272984351298918,6,21.190376740191983,25,4
89,0.3076454818509986,22.204041341788134,0.014283403169529977,6,22.52597022680866,25,5
90,0.304473207876013,16.110456574793243,0.014233933429529042,8,16.429163716098785,25,1
91,0.3057180890181925,18.04096892906905,0.014248747044117407,8,18.36093576513136,25,2
92,0.30668809052167384,20.060059461037344,0.014263958607741696,8,20.38101151016676,25,3
93,0.30744417034974375,21.755743010718295,0.014277372100183481,8,22.077464553168223,25,4
94,0.3080682078692023,23.147438394421552,0.0142888867861831,8,23.469795489076937,25,5
95,0.3046561444200351,16.29272554537801,0.014230689876429736,10,16.611612379674476,25,1
96,0.3060271210870152,18.510745024370177,0.014248179024984695,10,18.83102032448218,25,2
97,0.3070653134664118,20.68039918455859,0.014265344643620054,10,21.00172984266862,25,3
98,0.30786633350465137,22.43851735740923,0.014279834955359125,10,22.76066352586924,25,4
99,0.30852952803068867,23.846701450988018,0.014292114598108651,10,24.169523093616817,25,5
